7447543140800,3,0,0,0,0,-1,-1,-1,-1,1,
7447576533393,3,0,0,0,0,-1,-1,-1,-1,1,
7447609867133,3,0,0,0,0,-1,-1,-1,-1,1,
7447643195800,3,0,0,0,0,-1,-1,-1,-1,1,
7447676490744,3,0,0,0,0,-1,-1,-1,-1,1,
7447709828281,3,0,0,0,0,-1,-1,-1,-1,1,
7447743187985,3,0,0,0,0,-1,-1,-1,-1,1,
7447776484152,3,0,0,0,0,-1,-1,-1,-1,1,
7447809820985,3,0,0,0,0,-1,-1,-1,-1,1,
7447843191541,3,0,0,0,0,-1,-1,-1,-1,1,
7447876464911,3,0,0,0,0,-1,-1,-1,-1,1,
7447909817800,3,0,0,0,0,-1,-1,-1,-1,1,
7447943203096,3,0,0,0,0,-1,-1,-1,-1,1,
7447976486707,3,0,0,0,0,-1,-1,-1,-1,1,
7448009863837,3,0,0,0,0,-1,-1,-1,-1,1,
7448043201837,3,0,0,0,0,-1,-1,-1,-1,1,
7448076489096,3,0,0,0,0,-1,-1,-1,-1,1,
7448109821281,3,0,0,0,0,-1,-1,-1,-1,1,
7448143511448,3,0,0,0,0,-1,-1,-1,-1,1,
7448176489689,3,0,0,0,0,-1,-1,-1,-1,1,
7448210379318,3,0,0,0,0,-1,-1,-1,-1,1,
7448243204466,3,0,0,0,0,-1,-1,-1,-1,1,
7448276538003,3,0,0,0,0,-1,-1,-1,-1,1,
7448309987892,3,0,0,0,0,-1,-1,-1,-1,1,
7448345508633,3,0,0,0,0,-1,-1,-1,-1,1,
7448376532077,3,0,0,0,0,-1,-1,-1,-1,1,
7448409853151,3,0,0,0,0,-1,-1,-1,-1,1,
7448443199225,3,0,0,0,0,-1,-1,-1,-1,1,
7448476491374,3,0,0,0,0,-1,-1,-1,-1,1,
7448509819929,3,0,0,0,0,-1,-1,-1,-1,1,
7448543192096,3,0,0,0,0,-1,-1,-1,-1,1,
7448576488040,3,0,0,0,0,-1,-1,-1,-1,1,
7448609837874,3,0,0,0,0,-1,-1,-1,-1,1,
7448643194985,3,0,0,0,0,-1,-1,-1,-1,1,
7448676488355,3,0,0,0,0,-1,-1,-1,-1,1,
7448709821299,3,0,0,0,0,-1,-1,-1,-1,1,
7448743189670,3,0,0,0,0,-1,-1,-1,-1,1,
7448776499503,3,0,0,0,0,-1,-1,-1,-1,1,
7448809785651,3,0,0,0,0,-1,-1,-1,-1,1,
7448843107447,3,0,0,0,0,-1,-1,-1,-1,1,
7448876482725,3,0,0,0,0,-1,-1,-1,-1,1,
7448909819688,3,0,0,0,0,-1,-1,-1,-1,1,
7448943188744,3,0,0,0,0,-1,-1,-1,-1,1,
7448976484484,3,0,0,0,0,-1,-1,-1,-1,1,
7449009823633,3,0,0,0,0,-1,-1,-1,-1,1,
7449043200170,3,0,0,0,0,-1,-1,-1,-1,1,
7449076489632,3,0,0,0,0,-1,-1,-1,-1,1,
7449109820947,3,0,0,0,0,-1,-1,-1,-1,1,
7449143476336,3,0,0,0,0,-1,-1,-1,-1,1,
7449176350614,3,0,0,0,0,-1,-1,-1,-1,1,
7449209683503,3,0,0,0,0,-1,-1,-1,-1,1,
7449243015947,3,0,0,0,0,-1,-1,-1,-1,1,
7449276349373,3,0,0,0,0,-1,-1,-1,-1,1,
7449309683503,3,0,0,0,0,-1,-1,-1,-1,1,
7449343017132,3,0,0,0,0,-1,-1,-1,-1,1,
7449376348410,3,0,0,0,0,-1,-1,-1,-1,1,
7449409685780,3,0,0,0,0,-1,-1,-1,-1,1,
7449443014984,3,0,0,0,0,-1,-1,-1,-1,1,
7449476348632,3,0,0,0,0,-1,-1,-1,-1,1,
7449509682058,3,0,0,0,0,-1,-1,-1,-1,1,
7449543015669,3,0,0,0,0,-1,-1,-1,-1,1,
7449576348169,3,0,0,0,0,-1,-1,-1,-1,1,
7449609683280,3,0,0,0,0,-1,-1,-1,-1,1,
7449643016262,3,0,0,0,0,-1,-1,-1,-1,1,
7449676349465,3,0,0,0,0,-1,-1,-1,-1,1,
7449709681447,3,0,0,0,0,-1,-1,-1,-1,1,
7449743015206,3,0,0,0,0,-1,-1,-1,-1,1,
7449776350262,3,0,0,0,0,-1,-1,-1,-1,1,
7449809684058,3,0,0,0,0,-1,-1,-1,-1,1,
7449843014354,3,0,0,0,0,-1,-1,-1,-1,1,
7449876347743,3,0,0,0,0,-1,-1,-1,-1,1,
7449909681706,3,0,0,0,0,-1,-1,-1,-1,1,
7449943039447,3,0,0,0,0,-1,-1,-1,-1,1,
7449976495558,3,0,0,0,0,-1,-1,-1,-1,1,
